UEName	Latitude	Longitude
UE2001	69.89645757891996	17.074311632321184
UE2002	60.49746397531387	25.158132515914822
UE2003	67.10994415498548	48.205340155681846
UE2004	66.9453818855388	22.14643188322597
UE2005	73.93196199839866	49.00386562128035
UE2006	67.8137528537571	23.60327991461431
UE2007	61.14250589047427	26.23293873456786
UE2008	67.90848631077401	35.13214116868999
UE2009	67.55015193588355	34.32449424433577
UE2010	67.09609252361835	22.071853623192638
UE2011	67.35562633377532	35.96087521681636
UE2012	73.33932710500713	14.44359262366168
UE2013	67.54368702918086	34.18136792392529
UE2014	64.77153509930365	19.886779297981207
UE2015	67.05450412744902	39.819267614562655
UE2016	64.01061298418225	14.886466054207435
UE2017	70.75089166884968	30.99253335022264
UE2018	67.74487368313754	34.661081989246625
UE2019	67.42782124687042	34.86797181620503
UE2020	67.49769947934175	47.29634034292923
UE2021	60.122680660278164	45.3666157679903
UE2022	65.57503063075404	12.68136524779258
UE2023	64.55044995464579	35.44253499663058
UE2024	63.56924170303249	30.133278415933184
UE2025	67.1724228535806	36.44392495972374
UE2026	70.17693571516602	45.05833718479998
UE2027	66.38832059197347	47.74969256439398
UE2028	68.90340787585728	29.48373745650053
UE2029	62.95738730020862	27.064425475562004
UE2030	61.20743601560427	45.9625036401509
UE2031	67.54212386283703	34.28829931915288
UE2032	69.41135255606665	36.60763609332343
UE2033	67.4195972139807	39.21063815997015
UE2034	67.65274379083516	37.20684949857328
UE2035	69.0224553864137	33.92843131153005
UE2036	65.44229481467072	21.23635836429914
UE2037	66.8521547038398	32.73184500947606
UE2038	74.15482076547724	35.06690555675129
UE2039	69.46661046312018	55.46996801218532
UE2040	61.41000311598769	21.188621481779812
UE2041	62.94082407513967	43.24747140854285
UE2042	69.0983011134114	32.03994450348415
UE2043	67.59838846451882	32.31338995622833
UE2044	65.5631732536908	35.940801098378685
UE2045	65.99771470858634	12.696523056793342
UE2046	76.00196056269859	28.838582341277124
UE2047	64.20461520291036	36.21761717912694
UE2048	65.61255539586446	28.786872179002188
UE2049	71.39988782172975	27.295876412763867
UE2050	67.41786060841451	41.12749139512619
UE2051	73.22422783067688	14.09291781998958
UE2052	69.13277133209172	37.51087921912097
UE2053	65.43160292470289	27.911683277569324
UE2054	68.02052831174827	24.20739071940121
UE2055	66.68586946094379	32.443103300533075
UE2056	64.10791785538221	34.530187807612
UE2057	61.40584081745263	23.495158902864873
UE2058	68.2460942807261	37.075933205757565
UE2059	68.0909274711428	48.117127084986905
UE2060	66.81636946644376	43.5237991911459
UE2061	66.27491794088051	32.12107446039078
UE2062	67.4366458430334	34.412808182105785
UE2063	67.49840498252861	40.715236972725336
UE2064	67.94776869915461	33.31934394600754
UE2065	65.0570429989105	40.013723796613405
UE2066	60.591737629714736	39.220712714261055
UE2067	61.89272745230279	41.67015112232432
UE2068	69.62255697257504	56.99173588159283
UE2069	66.80172563312387	24.625300011594348
UE2070	61.45338528753885	38.52820853447405
UE2071	73.46189322212733	36.441090172754336
UE2072	69.43195316839257	33.06960069790781
UE2073	68.4956221587533	27.50290365443575
UE2074	66.31128335287951	22.59122538124083
UE2075	71.67613748525314	17.48003703028398
UE2076	70.86020114651649	27.327050876359422
UE2077	66.4121462301091	38.660380850858274
UE2078	60.18324214743353	22.783852147385986
UE2079	66.72782208951753	32.65471458245643
UE2080	65.18346690715572	54.96081426715193
UE2081	67.70066764623111	53.41491626447896
UE2082	72.54067716409921	50.925170780639974
UE2083	63.05318994665342	20.991512644442167
UE2084	67.8285541935738	29.45693675236498
UE2085	67.2532367086902	19.55109604706084
UE2086	64.08130000882016	48.60992851349137
UE2087	68.46710129140155	52.035158636985145
UE2088	65.19806374589349	35.97616369713029
UE2089	65.98125870821625	33.15445523778364
UE2090	70.06078040881664	30.113216001559238
UE2091	70.35344317582009	25.23190676457785
UE2092	71.80899948484371	26.00735409236827
UE2093	71.01909324927831	15.39902269980254
UE2094	74.19319482119232	28.734453228383895
UE2095	61.58865121156843	37.044442047738684
UE2096	69.7865802116564	36.31712688170688
UE2097	71.13794232030352	40.968525443783285
UE2098	65.14906921345919	38.860872260138656
UE2099	67.34555649332336	39.774133416233774
UE2100	67.58414811563046	34.520853752862514
UE2101	70.43372477502908	31.67926185285625
UE2102	68.21023799952633	40.138773014669
UE2103	72.45497524929341	30.022235842277638
UE2104	67.57145300276096	32.85056099610545
UE2105	65.93535035780165	29.704889403105035
UE2106	67.35735972401773	33.378826875184146
UE2107	64.25546273628781	45.903032745012325
UE2108	64.15024931917819	24.992668714199787
UE2109	68.53961799143055	41.9462901975357
UE2110	68.75537756783332	32.920603881664064
UE2111	63.578008331086416	52.836990711249385
UE2112	66.8023286410203	47.69546624754341
UE2113	65.387305165104	20.01421130333955
UE2114	64.60274203891275	25.044389711423065
UE2115	60.5646643250395	38.73254433671113
UE2116	61.5328930182209	21.792739098428026
UE2117	69.19648182923254	42.465192663727514
UE2118	64.1167096824387	21.683154023983313
UE2119	67.18690130259986	39.58288116727043
UE2120	66.03346243952765	48.66268258915024
UE2121	69.20327965954219	42.91167844962615
UE2122	67.50985531152384	34.448001597868235
UE2123	62.376869050445904	50.57781870176538
UE2124	59.99276689672949	38.71890932327635
UE2125	68.36416913861163	40.89833719240265
UE2126	69.0249663823537	58.29161757965372
UE2127	64.78308009935454	32.58166292839277
UE2128	70.16386760013964	43.10684398951621
UE2129	63.76020114765434	18.150292552829132
UE2130	70.08193962987394	31.547581743634723
UE2131	63.86097875201435	38.37716045676189
UE2132	72.06929309266567	22.98507145533874
UE2133	68.48344786960688	36.15563505026527
